LP;extension;group;action;done
1127;f286434569_Apphelp;PhotoRecExt;leave;
1128;f286434577_Apphelp;PhotoRecExt;leave;
1129;f286437129_azroles;PhotoRecExt;leave;
1130;f286481593_oledsldp;PhotoRecExt;leave;
1131;f286481601_oledsldp;PhotoRecExt;leave;
1132;f286481609_adsldpc;PhotoRecExt;leave;
1133;f286481617_winnt;PhotoRecExt;leave;
1134;f286514465_CertAdm;PhotoRecExt;leave;
1135;f286514473_CertCli;PhotoRecExt;leave;
1136;f286514513_CertCli;PhotoRecExt;leave;
1137;f286514553_CertEnc;PhotoRecExt;leave;
1138;f286514561_CertEnroll;PhotoRecExt;leave;
1139;f286514641_CertEnroll;PhotoRecExt;leave;
1140;f286515665_CLB;PhotoRecExt;leave;
1141;f286519737_DefaultGPOFix;PhotoRecExt;leave;
1142;f286522025_dnsapi;PhotoRecExt;leave;
1143;f286522041_dnsapi;PhotoRecExt;leave;
1144;f286481521_ADs;PhotoRecExt;leave;
1145;f286522753_dvdplay;PhotoRecExt;leave;
1146;f286523089_Dw20;PhotoRecExt;leave;
1147;f286523337_EnhancedStorageAuthentication;PhotoRecExt;leave;
1148;f286525913_gpprefcl;PhotoRecExt;leave;
1149;f286524073_expand;PhotoRecExt;leave;
1150;f286524089_expand;PhotoRecExt;leave;
1151;f286525753_glu32;PhotoRecExt;leave;
1152;f286536937_iSCSI_Event_Log_DLL;PhotoRecExt;leave;
1153;f286537089_kernel32;PhotoRecExt;leave;
1154;f286540825_logon;PhotoRecExt;leave;
1155;f286554769_OEMRES;PhotoRecExt;leave;
1156;f286575001_SLService;PhotoRecExt;leave;
1157;f286575041_SLService;PhotoRecExt;leave;
1158;f286575969_scecli;PhotoRecExt;leave;
1159;f286576025_scecli;PhotoRecExt;leave;
1160;f286576081_scesrv;PhotoRecExt;leave;
1161;f286576193_scesrv;PhotoRecExt;leave;
1162;f286576609_scrnsave;PhotoRecExt;leave;
1163;f286576953_SCW;PhotoRecExt;leave;
1164;f286577121_svcapis;PhotoRecExt;leave;
1165;f286577281_SeCEdit;PhotoRecExt;leave;
1166;f286577345_secinit;PhotoRecExt;leave;
1167;f286587377_Auto_Enrollment_DLL;PhotoRecExt;leave;
1168;f286587393_Auto_Enrollment_DLL;PhotoRecExt;leave;
1169;f286588537_RasCredProv;PhotoRecExt;leave;
1170;f286598129_user32;PhotoRecExt;leave;
1171;f286598169_user32;PhotoRecExt;leave;
1172;f286600001_WerCon;PhotoRecExt;leave;
1173;f286600113_ERC;PhotoRecExt;leave;
1174;f286600177_wersvc;PhotoRecExt;leave;
1175;f286822433_PINTLCSA;PhotoRecExt;leave;
1176;f286976489_OEMRES;PhotoRecExt;leave;
1177;f286976449_OEMRES;PhotoRecExt;leave;
1178;f286976529_OEMRES;PhotoRecExt;leave;
1179;f286976569_OEMRES;PhotoRecExt;leave;
1180;f286976609_OEMRES;PhotoRecExt;leave;
1181;f286976657_OEMRES;PhotoRecExt;leave;
1182;f286976697_OEMRES;PhotoRecExt;leave;
1183;f286976881_OEMRES;PhotoRecExt;leave;
1184;f286976921_OEMRES;PhotoRecExt;leave;
1185;f287050577_ScrCons;PhotoRecExt;leave;
1186;f287050657_ScrCons;PhotoRecExt;leave;
1187;f287056289_WbemCons;PhotoRecExt;leave;
1188;f287056401_WbemCons;PhotoRecExt;leave;
1189;f287078969_ScrCons;PhotoRecExt;leave;
1190;f287146641_gdiplus;PhotoRecExt;leave;
1191;f287703801_adsldpc;PhotoRecExt;leave;
1192;f287706945_Apphelp;PhotoRecExt;leave;
1193;f287713201_CertEnroll;PhotoRecExt;leave;
1194;f287727457_dnsapi;PhotoRecExt;leave;
1195;f287739097_gdi32;PhotoRecExt;leave;
1196;f287795081_RasCredProv;PhotoRecExt;leave;
1197;f287801273_scecli;PhotoRecExt;leave;
1198;f287712569_CertCli;PhotoRecExt;leave;
1199;f287743145_imm32;PhotoRecExt;leave;
1200;f287801625_scesrv;PhotoRecExt;leave;
1201;f287886209_iSCSI_Event_Log_DLL;PhotoRecExt;leave;
1202;f287842561_Uniscribe;PhotoRecExt;leave;
1203;f287852161_wersvc;PhotoRecExt;leave;
1204;f287859865_winrnr;PhotoRecExt;leave;
1205;f287899873_Aurora;PhotoRecExt;leave;
1206;f287909985_Bubbles;PhotoRecExt;leave;
1207;f287910017_Bubbles;PhotoRecExt;leave;
1208;f287912353_CertDB;PhotoRecExt;leave;
1209;f287912697_CertDB;PhotoRecExt;leave;
1210;f287957929_Windows_Deployment_Services_MMC;PhotoRecExt;leave;
1211;f288065849_ClusterGC;PhotoRecExt;leave;
1212;f288070217_cluster;PhotoRecExt;leave;
1213;f288053785_WerCon;PhotoRecExt;leave;
1214;f288055297_clnetcfg;PhotoRecExt;leave;
1215;f288067089_MSCLUS;PhotoRecExt;leave;
1216;f288067953_cluster;PhotoRecExt;leave;
1217;f288068081_MSCLUS;PhotoRecExt;leave;
1218;f288101969_gppref;PhotoRecExt;leave;
1219;f288103001_pmbrowser;PhotoRecExt;leave;
1220;f288103033_gpprefcn;PhotoRecExt;leave;
1221;f288103057_propshts;PhotoRecExt;leave;
1222;f288117169_pmbrowser;PhotoRecExt;leave;
1223;f288118529_gpprefcn;PhotoRecExt;leave;
1224;f288118929_gpregistrybrowser;PhotoRecExt;leave;
1225;f288119369_propshts;PhotoRecExt;leave;
1226;f288103049_gpregistrybrowser;PhotoRecExt;leave;
1227;f288137945_iismui;PhotoRecExt;leave;
1228;f288155697_IDCRL;PhotoRecExt;leave;
1229;f288160233_IIS;PhotoRecExt;leave;
1230;f288160801_iisext;PhotoRecExt;leave;
1231;f288163025_iismui;PhotoRecExt;leave;
1232;f288195545_WMPSideShowGadget;PhotoRecExt;leave;
1233;f288195553_OE_SideShowGadget;PhotoRecExt;leave;
1234;f288197961_WMPSideShowGadget;PhotoRecExt;leave;
1235;f288208321_OE_SideShowGadget;PhotoRecExt;leave;
1236;f288297929_Mystify;PhotoRecExt;leave;
1237;f288297961_Mystify;PhotoRecExt;leave;
1238;f288365833;PhotoRecExt;leave;
1239;f288366449;PhotoRecExt;leave;
1240;f288374225_Ribbons;PhotoRecExt;leave;
1241;f288375961_AudioRecorder;PhotoRecExt;leave;
1242;f288376993_SLService;PhotoRecExt;leave;
1243;f288427409_WavDest;PhotoRecExt;leave;
1244;f288427881_ssBranded;PhotoRecExt;leave;
1245;f288427905_ssBranded;PhotoRecExt;leave;
1246;f288443809_Text3D;PhotoRecExt;leave;
1247;f288443841_Text3D;PhotoRecExt;leave;
1248;f288463241_MsiGen;PhotoRecExt;leave;
1249;f288489593_WIADSS_DLL;PhotoRecExt;leave;
1250;f288502353_WIADSS_DLL;PhotoRecExt;leave;
1251;f288578657_polmkr;PhotoRecExt;leave;
1252;f288598033_gdiplus;PhotoRecExt;leave;
1253;f288601449_gdiplus;PhotoRecExt;leave;
1254;f288680809_loginenv;PhotoRecExt;leave;
1255;f288680841_makedev;PhotoRecExt;leave;
1256;f288686537_psxoffset;PhotoRecExt;leave;
1257;f288687937_SUAGC;PhotoRecExt;leave;
1258;f288794441_UNKNOWN_FILE;PhotoRecExt;leave;
1259;f289183025_OcspIsapi;PhotoRecExt;leave;
1260;f289176025_clussvc;PhotoRecExt;leave;
1261;f289180585_ClusterWMIProvider;PhotoRecExt;leave;
1262;f289181057_clnetres;PhotoRecExt;leave;
1263;f289181177_vsstask;PhotoRecExt;leave;
1264;f289181233_clusres;PhotoRecExt;leave;
1265;f289181249_clussvc;PhotoRecExt;leave;
1266;f289181465_ClusterWMIProvider;PhotoRecExt;leave;
1267;f289183057_OcspIsapi;PhotoRecExt;leave;
1268;xpi;data_bin;remove;
1269;f289549441_d2d1;PhotoRecExt;leave;
1270;f290001393_SQLCECOMPACT;PhotoRecExt;leave;
1271;f290081441_kernel32;PhotoRecExt;leave;
1272;f290085233_kernel32;PhotoRecExt;leave;
1273;f290116249_kernel32;PhotoRecExt;leave;
1274;f290121137_SQLCECOMPACT;PhotoRecExt;leave;
1275;f290263281_LanguagePack;PhotoRecExt;leave;
1276;f290301425_DWrite;PhotoRecExt;leave;
1277;f290301529_DWrite;PhotoRecExt;leave;
1278;f290301633_DWrite;PhotoRecExt;leave;
1279;f290301721_DWrite;PhotoRecExt;leave;
1280;f290302089_FontCacheService;PhotoRecExt;leave;
1281;f290302217_FontCacheService;PhotoRecExt;leave;
1282;f290302369_FontCacheService;PhotoRecExt;leave;
1283;f290316361_dciman32;PhotoRecExt;leave;
1284;f290290577_fontsub;PhotoRecExt;leave;
1285;f290291697_SQLCECOMPACT;PhotoRecExt;leave;
1286;f290298697_dnsapi;PhotoRecExt;leave;
1287;f290301313_DWrite;PhotoRecExt;leave;
1288;f290301321_DWrite;PhotoRecExt;leave;
1289;f290301329_DWrite;PhotoRecExt;leave;
1290;f290301337_DWrite;PhotoRecExt;leave;
1291;f290301345_DWrite;PhotoRecExt;leave;
1292;f290301353_DWrite;PhotoRecExt;leave;
1293;f290301361_DWrite;PhotoRecExt;leave;
1294;f290301369_DWrite;PhotoRecExt;leave;
1295;f290301377_DWrite;PhotoRecExt;leave;
1296;f290301385_DWrite;PhotoRecExt;leave;
1297;f290301393_DWrite;PhotoRecExt;leave;
1298;f290301401_DWrite;PhotoRecExt;leave;
1299;f290301409_DWrite;PhotoRecExt;leave;
1300;f290301417_DWrite;PhotoRecExt;leave;
1301;f290301433_DWrite;PhotoRecExt;leave;
1302;f290301441_DWrite;PhotoRecExt;leave;
1303;f290301449_DWrite;PhotoRecExt;leave;
1304;f290301457_DWrite;PhotoRecExt;leave;
1305;f290301465_DWrite;PhotoRecExt;leave;
1306;f290301473_DWrite;PhotoRecExt;leave;
1307;f290301481_DWrite;PhotoRecExt;leave;
1308;f290301489_DWrite;PhotoRecExt;leave;
1309;f290301497_DWrite;PhotoRecExt;leave;
1310;f290301505_DWrite;PhotoRecExt;leave;
1311;f290301513_DWrite;PhotoRecExt;leave;
1312;f290301521_DWrite;PhotoRecExt;leave;
1313;f290301537_DWrite;PhotoRecExt;leave;
1314;f290301545_DWrite;PhotoRecExt;leave;
1315;f290301553_DWrite;PhotoRecExt;leave;
1316;f290301561_DWrite;PhotoRecExt;leave;
1317;f290301569_DWrite;PhotoRecExt;leave;
1318;f290301577_DWrite;PhotoRecExt;leave;
1319;f290301585_DWrite;PhotoRecExt;leave;
1320;f290301593_DWrite;PhotoRecExt;leave;
1321;f290301601_DWrite;PhotoRecExt;leave;
1322;f290301609_DWrite;PhotoRecExt;leave;
1323;f290301617_DWrite;PhotoRecExt;leave;
1324;f290301625_DWrite;PhotoRecExt;leave;
1325;f290301641_DWrite;PhotoRecExt;leave;
1326;f290301649_DWrite;PhotoRecExt;leave;
1327;f290301657_DWrite;PhotoRecExt;leave;
1328;f290301665_DWrite;PhotoRecExt;leave;
1329;f290301673_DWrite;PhotoRecExt;leave;
1330;f290301681_DWrite;PhotoRecExt;leave;
1331;f290301689_DWrite;PhotoRecExt;leave;
1332;f290301697_DWrite;PhotoRecExt;leave;
1333;f290301705_DWrite;PhotoRecExt;leave;
1334;f290301713_DWrite;PhotoRecExt;leave;
1335;f290301729_DWrite;PhotoRecExt;leave;
1336;f290301737_DWrite;PhotoRecExt;leave;
1337;f290301745_DWrite;PhotoRecExt;leave;
1338;f290301753_DWrite;PhotoRecExt;leave;
1339;f290301761_FontCacheService;PhotoRecExt;leave;
1340;f290301769_FontCacheService;PhotoRecExt;leave;
1341;f290301777_FontCacheService;PhotoRecExt;leave;
1342;f290301785_FontCacheService;PhotoRecExt;leave;
1343;f290301793_FontCacheService;PhotoRecExt;leave;
1344;f290301801_FontCacheService;PhotoRecExt;leave;
1345;f290302065_FontCacheService;PhotoRecExt;leave;
1346;f290302073_FontCacheService;PhotoRecExt;leave;
1347;f290302081_FontCacheService;PhotoRecExt;leave;
1348;f290302097_FontCacheService;PhotoRecExt;leave;
1349;f290302105_FontCacheService;PhotoRecExt;leave;
1350;f290302113_FontCacheService;PhotoRecExt;leave;
1351;f290302121_FontCacheService;PhotoRecExt;leave;
1352;f290302129_FontCacheService;PhotoRecExt;leave;
1353;f290302137_FontCacheService;PhotoRecExt;leave;
1354;f290302145_FontCacheService;PhotoRecExt;leave;
1355;f290302153_FontCacheService;PhotoRecExt;leave;
1356;f290302161_FontCacheService;PhotoRecExt;leave;
1357;f290302169_FontCacheService;PhotoRecExt;leave;
1358;f290302177_FontCacheService;PhotoRecExt;leave;
1359;f290302185_FontCacheService;PhotoRecExt;leave;
1360;f290302193_FontCacheService;PhotoRecExt;leave;
1361;f290302201_FontCacheService;PhotoRecExt;leave;
1362;f290302209_FontCacheService;PhotoRecExt;leave;
1363;f290302225_FontCacheService;PhotoRecExt;leave;
1364;f290302233_FontCacheService;PhotoRecExt;leave;
1365;f290302241_FontCacheService;PhotoRecExt;leave;
1366;f290302257_FontCacheService;PhotoRecExt;leave;
1367;f290302265_FontCacheService;PhotoRecExt;leave;
1368;f290302273_FontCacheService;PhotoRecExt;leave;
1369;f290302281_FontCacheService;PhotoRecExt;leave;
1370;f290302289_FontCacheService;PhotoRecExt;leave;
1371;f290302305_FontCacheService;PhotoRecExt;leave;
1372;f290302321_FontCacheService;PhotoRecExt;leave;
1373;f290302337_FontCacheService;PhotoRecExt;leave;
1374;f290302345_FontCacheService;PhotoRecExt;leave;
1375;f290302353_FontCacheService;PhotoRecExt;leave;
1376;f290302361_FontCacheService;PhotoRecExt;leave;
1377;f290302385_FontCacheService;PhotoRecExt;leave;
1378;f290302401_FontCacheService;PhotoRecExt;leave;
1379;f290302417_FontCacheService;PhotoRecExt;leave;
1380;f290302433_FontCacheService;PhotoRecExt;leave;
1381;f290302441_FontCacheService;PhotoRecExt;leave;
1382;f290302449_FontCacheService;PhotoRecExt;leave;
1383;f290302457_FontCacheService;PhotoRecExt;leave;
1384;f290302465_FontCacheService;PhotoRecExt;leave;
1385;f290316161_dciman32;PhotoRecExt;leave;
1386;f290317425_dciman32;PhotoRecExt;leave;
1387;f290326361_dciman32;PhotoRecExt;leave;
1388;f290359353_fontsub;PhotoRecExt;leave;
1389;f290381689_DBNETLIB;PhotoRecExt;leave;
1390;f290411953_dnsapi;PhotoRecExt;leave;
1391;f290414177_dnsapi;PhotoRecExt;leave;
1392;f290608553_SQLCECOMPACT;PhotoRecExt;leave;
1393;f290653785_UNKNOWN_FILE;PhotoRecExt;leave;
1394;f290889737_kernel32;PhotoRecExt;leave;
1395;f290891481_kernel32;PhotoRecExt;leave;
1396;f291016113_kernel32;PhotoRecExt;leave;
1397;f291323641_DWrite;PhotoRecExt;leave;
1398;f291380433_DWrite;PhotoRecExt;leave;
1399;f291314273_fontsub;PhotoRecExt;leave;
1400;f291323585_DWrite;PhotoRecExt;leave;
1401;f291323593_DWrite;PhotoRecExt;leave;
1402;f291323601_DWrite;PhotoRecExt;leave;
1403;f291323609_DWrite;PhotoRecExt;leave;
1404;f291323617_DWrite;PhotoRecExt;leave;
1405;f291323625_DWrite;PhotoRecExt;leave;
1406;f291323633_DWrite;PhotoRecExt;leave;
1407;f291323649_DWrite;PhotoRecExt;leave;
1408;f291323657_DWrite;PhotoRecExt;leave;
1409;f291323665_DWrite;PhotoRecExt;leave;
1410;f291323673_DWrite;PhotoRecExt;leave;
1411;f291323681_DWrite;PhotoRecExt;leave;
1412;f291324201_DWrite;PhotoRecExt;leave;
1413;f291366417_gdiplus;PhotoRecExt;leave;
1414;f291369833_gdiplus;PhotoRecExt;leave;
1415;f291373249_gdiplus;PhotoRecExt;leave;
1416;f291376841_gdiplus;PhotoRecExt;leave;
1417;f291382521_FontCacheService;PhotoRecExt;leave;
1418;f291384081_DWrite;PhotoRecExt;leave;
1419;f291386169_FontCacheService;PhotoRecExt;leave;
1420;f291603297_Uniscribe;PhotoRecExt;leave;
1421;f291604281_Uniscribe;PhotoRecExt;leave;
1422;f291605265_Uniscribe;PhotoRecExt;leave;
1423;f291606249_Uniscribe;PhotoRecExt;leave;
1424;f291614161_dnsapi;PhotoRecExt;leave;
1425;f292510113_UNKNOWN_FILE;PhotoRecExt;leave;
1426;f292703873_kernel32;PhotoRecExt;leave;
1427;f292863841_WindowsCodecsExt;PhotoRecExt;leave;
1428;f292869393_FontCacheService;PhotoRecExt;leave;
1429;f292869401_DWrite;PhotoRecExt;leave;
1430;f292905449_kernel32;PhotoRecExt;leave;
1431;f292916305_FontCacheService;PhotoRecExt;leave;
1432;f292916449_FontCacheService;PhotoRecExt;leave;
1433;f292916625_FontCacheService;PhotoRecExt;leave;
1434;f292916785_FontCacheService;PhotoRecExt;leave;
1435;f292918641_FontCacheService;PhotoRecExt;leave;
1436;f293083129_DWrite;PhotoRecExt;leave;
1437;f293083385_DWrite;PhotoRecExt;leave;
1438;f293083513_DWrite;PhotoRecExt;leave;
1439;f293107225_FontCacheService;PhotoRecExt;leave;
1440;f292916313_FontCacheService;PhotoRecExt;leave;
1441;f292916321_DWrite;PhotoRecExt;leave;
1442;f292916329_DWrite;PhotoRecExt;leave;
1443;f292916337_FontCacheService;PhotoRecExt;leave;
1444;f292916345_FontCacheService;PhotoRecExt;leave;
1445;f292916353_DWrite;PhotoRecExt;leave;
1446;f292916361_DWrite;PhotoRecExt;leave;
1447;f292916369_FontCacheService;PhotoRecExt;leave;
1448;f292916377_FontCacheService;PhotoRecExt;leave;
1449;f292916385_DWrite;PhotoRecExt;leave;
1450;f292916393_DWrite;PhotoRecExt;leave;
1451;f292916401_FontCacheService;PhotoRecExt;leave;
1452;f292916417_FontCacheService;PhotoRecExt;leave;
1453;f292916433_DWrite;PhotoRecExt;leave;
1454;f292916441_DWrite;PhotoRecExt;leave;
1455;f292916465_FontCacheService;PhotoRecExt;leave;
1456;f292916481_DWrite;PhotoRecExt;leave;
1457;f292916489_DWrite;PhotoRecExt;leave;
1458;f292916497_FontCacheService;PhotoRecExt;leave;
1459;f292916513_FontCacheService;PhotoRecExt;leave;
1460;f292916529_DWrite;PhotoRecExt;leave;
1461;f292916537_DWrite;PhotoRecExt;leave;
1462;f292916545_FontCacheService;PhotoRecExt;leave;
1463;f292916553_FontCacheService;PhotoRecExt;leave;
1464;f292916561_DWrite;PhotoRecExt;leave;
1465;f292916569_DWrite;PhotoRecExt;leave;
1466;f292916577_FontCacheService;PhotoRecExt;leave;
1467;f292916593_FontCacheService;PhotoRecExt;leave;
1468;f292916609_DWrite;PhotoRecExt;leave;
1469;f292916617_DWrite;PhotoRecExt;leave;
1470;f292916633_FontCacheService;PhotoRecExt;leave;
1471;f292916641_DWrite;PhotoRecExt;leave;
1472;f292916649_DWrite;PhotoRecExt;leave;
1473;f292916657_FontCacheService;PhotoRecExt;leave;
1474;f292916673_FontCacheService;PhotoRecExt;leave;
1475;f292916689_DWrite;PhotoRecExt;leave;
1476;f292916697_DWrite;PhotoRecExt;leave;
1477;f292916705_FontCacheService;PhotoRecExt;leave;
1478;f292916721_FontCacheService;PhotoRecExt;leave;
1479;f292916737_DWrite;PhotoRecExt;leave;
1480;f292916745_DWrite;PhotoRecExt;leave;
1481;f292916753_FontCacheService;PhotoRecExt;leave;
1482;f292916761_FontCacheService;PhotoRecExt;leave;
1483;f292916769_DWrite;PhotoRecExt;leave;
1484;f292916777_DWrite;PhotoRecExt;leave;
1485;f292916793_FontCacheService;PhotoRecExt;leave;
1486;f292916801_DWrite;PhotoRecExt;leave;
1487;f292918505_DWrite;PhotoRecExt;leave;
1488;f292918513_FontCacheService;PhotoRecExt;leave;
1489;f292918529_FontCacheService;PhotoRecExt;leave;
1490;f292918545_DWrite;PhotoRecExt;leave;
1491;f292918553_DWrite;PhotoRecExt;leave;
1492;f292918561_FontCacheService;PhotoRecExt;leave;
1493;f292918577_FontCacheService;PhotoRecExt;leave;
1494;f292918593_DWrite;PhotoRecExt;leave;
1495;f292918601_DWrite;PhotoRecExt;leave;
1496;f292918609_FontCacheService;PhotoRecExt;leave;
1497;f292918617_FontCacheService;PhotoRecExt;leave;
1498;f292918625_DWrite;PhotoRecExt;leave;
1499;f292918633_DWrite;PhotoRecExt;leave;
1500;f292918649_FontCacheService;PhotoRecExt;leave;
1501;f292918657_DWrite;PhotoRecExt;leave;
1502;f292918665_DWrite;PhotoRecExt;leave;
1503;f292918673_FontCacheService;PhotoRecExt;leave;
1504;f292918681_FontCacheService;PhotoRecExt;leave;
1505;f292918689_DWrite;PhotoRecExt;leave;
1506;f292918697_DWrite;PhotoRecExt;leave;
1507;f292918705_FontCacheService;PhotoRecExt;leave;
1508;f292918713_FontCacheService;PhotoRecExt;leave;
1509;f292918721_DWrite;PhotoRecExt;leave;
1510;f292918729_DWrite;PhotoRecExt;leave;
1511;f292918737_FontCacheService;PhotoRecExt;leave;
1512;f292918745_FontCacheService;PhotoRecExt;leave;
1513;f292918753_DWrite;PhotoRecExt;leave;
1514;f292918761_DWrite;PhotoRecExt;leave;
1515;f292918929_FontCacheService;PhotoRecExt;leave;
1516;f292918945_FontCacheService;PhotoRecExt;leave;
1517;f292918961_DWrite;PhotoRecExt;leave;
1518;f292918969_FontCacheService;PhotoRecExt;leave;
1519;f292918985_FontCacheService;PhotoRecExt;leave;
1520;f292919001_DWrite;PhotoRecExt;leave;
1521;f292919009_DWrite;PhotoRecExt;leave;
1522;f292929449_DWrite;PhotoRecExt;leave;
1523;f292931529_FontCacheService;PhotoRecExt;leave;
1524;f292933081_d2d1;PhotoRecExt;leave;
1525;f292934705_WindowsCodecs;PhotoRecExt;leave;
1526;f292962337_DWrite;PhotoRecExt;leave;
1527;f293082497_FontCacheService;PhotoRecExt;leave;
1528;f293082513_FontCacheService;PhotoRecExt;leave;
1529;f293082529_DWrite;PhotoRecExt;leave;
1530;f293082537_DWrite;PhotoRecExt;leave;
1531;f293082545_FontCacheService;PhotoRecExt;leave;
1532;f293083073_FontCacheService;PhotoRecExt;leave;
1533;f293083089_DWrite;PhotoRecExt;leave;
1534;f293083097_DWrite;PhotoRecExt;leave;
1535;f293083105_FontCacheService;PhotoRecExt;leave;
1536;f293083113_FontCacheService;PhotoRecExt;leave;
1537;f293083121_DWrite;PhotoRecExt;leave;
1538;f293083137_FontCacheService;PhotoRecExt;leave;
1539;f293083145_FontCacheService;PhotoRecExt;leave;
1540;f293083281_DWrite;PhotoRecExt;leave;
1541;f293083289_DWrite;PhotoRecExt;leave;
1542;f293083297_FontCacheService;PhotoRecExt;leave;
1543;f293083305_FontCacheService;PhotoRecExt;leave;
1544;f293083313_DWrite;PhotoRecExt;leave;
1545;f293083321_DWrite;PhotoRecExt;leave;
1546;f293083329_FontCacheService;PhotoRecExt;leave;
1547;f293083337_FontCacheService;PhotoRecExt;leave;
1548;f293083345_DWrite;PhotoRecExt;leave;
1549;f293083353_DWrite;PhotoRecExt;leave;
1550;f293083361_FontCacheService;PhotoRecExt;leave;
1551;f293083369_FontCacheService;PhotoRecExt;leave;
1552;f293083377_DWrite;PhotoRecExt;leave;
1553;f293083393_FontCacheService;PhotoRecExt;leave;
1554;f293083401_FontCacheService;PhotoRecExt;leave;
1555;f293083409_DWrite;PhotoRecExt;leave;
1556;f293083417_DWrite;PhotoRecExt;leave;
1557;f293083425_FontCacheService;PhotoRecExt;leave;
1558;f293083433_FontCacheService;PhotoRecExt;leave;
1559;f293083441_DWrite;PhotoRecExt;leave;
1560;f293083449_DWrite;PhotoRecExt;leave;
1561;f293083457_FontCacheService;PhotoRecExt;leave;
1562;f293083465_FontCacheService;PhotoRecExt;leave;
1563;f293083473_DWrite;PhotoRecExt;leave;
1564;f293083481_DWrite;PhotoRecExt;leave;
1565;f293083489_FontCacheService;PhotoRecExt;leave;
1566;f293083497_FontCacheService;PhotoRecExt;leave;
1567;f293083505_DWrite;PhotoRecExt;leave;
1568;f293083521_FontCacheService;PhotoRecExt;leave;
1569;f293083529_FontCacheService;PhotoRecExt;leave;
1570;f293083537_DWrite;PhotoRecExt;leave;
1571;f293083545_DWrite;PhotoRecExt;leave;
1572;f293083553_FontCacheService;PhotoRecExt;leave;
1573;f293083561_FontCacheService;PhotoRecExt;leave;
1574;f293083569_DWrite;PhotoRecExt;leave;
1575;f293083577_DWrite;PhotoRecExt;leave;
1576;f293105665_FontCacheService;PhotoRecExt;leave;
1577;f293108785_DWrite;PhotoRecExt;leave;
1578;f293110873_DWrite;PhotoRecExt;leave;
1579;f293112961_d2d1;PhotoRecExt;leave;
1580;f293114297_d2d1;PhotoRecExt;leave;
1581;f293366305;PhotoRecExt;leave;
1582;url;data_bin;remove;
1583;f293454353_SQLCEME;PhotoRecExt;leave;
1584;f294093617_LanguagePack;PhotoRecExt;leave;
1585;f294011393_gdiplus;PhotoRecExt;leave;
1586;f294014985_gdiplus;PhotoRecExt;leave;
1587;f294065569_fontsub;PhotoRecExt;leave;
1588;f294065713_fontsub;PhotoRecExt;leave;
1589;f294067153_LanguagePack;PhotoRecExt;leave;
1590;f294067201_LanguagePack;PhotoRecExt;leave;
1591;f294067249_dciman32;PhotoRecExt;leave;
1592;f294067281_dciman32;PhotoRecExt;leave;
1593;f294093449_fontsub;PhotoRecExt;leave;
1594;f294093593_dciman32;PhotoRecExt;leave;
1595;f294457025_SQLCEME;PhotoRecExt;leave;
1596;f294801545_Uniscribe;PhotoRecExt;leave;
1597;f294900169_dnsapi;PhotoRecExt;leave;
1598;f296754745_gdiplus;PhotoRecExt;leave;
1599;f296758345_gdiplus;PhotoRecExt;leave;
1600;f296777345_CertEnc;PhotoRecExt;leave;
1601;f296777353_CertEnc;PhotoRecExt;leave;
1602;f296777361_CertEnc;PhotoRecExt;leave;
1603;f296777449_CertEnc;PhotoRecExt;leave;
1604;f297733569_UPGRADE;PhotoRecExt;leave;
1605;f297733649_SQLCECOMPACT;PhotoRecExt;leave;
1606;f297735609_DBNETLIB;PhotoRecExt;leave;
1607;f297736921_DBNETLIB;PhotoRecExt;leave;
1608;f297737529_DBNETLIB;PhotoRecExt;leave;
1609;f297995233_DBNETLIB;PhotoRecExt;leave;
1610;f298001145_UPGRADE;PhotoRecExt;leave;
1611;f298005209_SQLCECOMPACT;PhotoRecExt;leave;
1612;f298250785_gppref;PhotoRecExt;leave;
1613;f298258145_gpregistrybrowser;PhotoRecExt;leave;
1614;f298258585_gpprefcn;PhotoRecExt;leave;
1615;f298258985_propshts;PhotoRecExt;leave;
1616;f298263169_pmbrowser;PhotoRecExt;leave;
1617;f299948161_SQLCECA;PhotoRecExt;leave;
1618;MMW;windows;remove;
1619;odf;GraphicEdit;copy;
1620;f300390193;PhotoRecExt;leave;
1621;f300997889_UNKNOWN_FILE;PhotoRecExt;leave;
1622;f301445009_SQLCECOMPACT;PhotoRecExt;leave;
1623;f301498993_gdiplus;PhotoRecExt;leave;
1624;f301505577_gdiplus;PhotoRecExt;leave;
1625;f301791577_dciman32;PhotoRecExt;leave;
1626;f301792537_LanguagePack;PhotoRecExt;leave;
1627;f8996113_PuTTYNG;PhotoRecExt;leave;
1628;odp;documents;copy;
1629;IDL;programming;remove;
1630;f303993513_Uniscribe;PhotoRecExt;leave;
1631;f304087095_SDKVersionRegKeys_DLL;PhotoRecExt;leave;
1632;f304064585_SetupAct_DLL;PhotoRecExt;leave;
1633;f304064931_SDKVersionRegKeys_DLL;PhotoRecExt;leave;
1634;f304074137_SetupAct_DLL;PhotoRecExt;leave;
1635;f304086745_SetupAct_DLL;PhotoRecExt;leave;
1636;f304107745_UNKNOWN_FILE;PhotoRecExt;leave;
1637;f304107913_UNKNOWN_FILE;PhotoRecExt;leave;
1638;f305760473_UNKNOWN_FILE;PhotoRecExt;leave;
1639;f306035145;PhotoRecExt;leave;
1640;f306221513;PhotoRecExt;leave;
1641;f306221905;PhotoRecExt;leave;
1642;f306633881_fontsub;PhotoRecExt;leave;
1643;vmdk;virtualMachines;copy;
